node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,sunshine_duration,uv_index_max,precipitation_sum,snowfall_sum,rain_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max
41,2025-01-05 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,-2.4805,-6.8805003,-4.7700834,27626.752,2.3,0.0,0.0,0.0,0.0,3.0,26.427528,63.72
41,2025-01-06 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,-3.9305,-9.2305,-6.447167,97.91771,1.55,0.3,0.21000001,0.0,3.0,2.0,18.171976,30.239998
41,2025-01-07 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,-4.4305,-8.2305,-6.651333,20723.389,2.0,0.4,0.28,0.0,4.0,7.0,22.427162,44.639996
41,2025-01-08 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,-6.6805,-9.8805,-8.034667,21712.775,2.05,0.0,0.0,0.0,0.0,2.0,21.611996,44.28
8,2025-01-01 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,5.5435004,0.1935,2.5914166,3550.2131,1.05,2.5,0.07,2.4,8.0,66.0,27.722336,52.92
8,2025-01-02 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,0.6435,-2.9065,-0.61275,24217.418,1.85,0.6,0.35,0.099999994,3.0,11.0,30.85307,57.6
8,2025-01-03 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,-0.6565,-3.4565,-2.3294168,8865.438,1.85,0.1,0.07,0.0,1.0,19.0,31.129074,52.92
8,2025-01-04 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,-2.9065,-5.5065,-4.4356666,22917.24,1.65,0.0,0.0,0.0,0.0,7.0,33.1845,66.24
8,2025-01-05 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,-2.4065,-6.7565,-4.708584,28048.664,2.3,0.0,0.0,0.0,0.0,3.0,27.231804,63.72
8,2025-01-06 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,-4.0565,-9.2565,-6.458584,497.93726,1.6,0.1,0.07,0.0,1.0,2.0,17.974781,29.519999
