node_id,date,latitude,longitude,temperature_max,temperature_min,temperature_mean,precipitation_sum,snowfall_sum,relative_humidity_max,relative_humidity_min,dewpoint_max,dewpoint_min
50477472,2025-01-05 05:00:00+00:00,38.9898646,-76.9343196,1.028,-7.322,-2.4115832,0,0,62,33,-9.7053585,-14.358382
50477472,2025-01-06 05:00:00+00:00,38.9898646,-76.9343196,-0.222,-3.472,-2.6511667,20.5,10.080001,95,55,-3.106451,-8.181097
50477472,2025-01-07 05:00:00+00:00,38.9898646,-76.9343196,1.578,-5.022,-1.9845003,0,0,67,49,-7.4766655,-12.137109
50477472,2025-01-08 05:00:00+00:00,38.9898646,-76.9343196,-0.422,-4.972,-2.7303333,0,0,59,45,-8.829464,-15.088176
50477487,2025-01-01 05:00:00+00:00,38.9894395,-76.9322861,9.378,4.828,7.219667,0,0,99,42,7.181014,-4.730302
50477487,2025-01-02 05:00:00+00:00,38.9894395,-76.9322861,4.678,0.778,2.6550834,0,0,58,41,-6.4132314,-10.0923605
50477487,2025-01-03 05:00:00+00:00,38.9894395,-76.9322861,5.428,-1.222,0.7196665,2.6,0.77,91,53,-0.37544596,-8.605066
50477487,2025-01-04 05:00:00+00:00,38.9894395,-76.9322861,-0.422,-4.322,-1.6719999,0,0,58,42,-8.577509,-13.449155
50477487,2025-01-05 05:00:00+00:00,38.9894395,-76.9322861,1.028,-7.322,-2.4115832,0,0,62,33,-9.7053585,-14.358382
50477487,2025-01-06 05:00:00+00:00,38.9894395,-76.9322861,-0.222,-3.472,-2.6511667,20.5,10.080001,95,55,-3.106451,-8.181097
50477487,2025-01-07 05:00:00+00:00,38.9894395,-76.9322861,1.578,-5.022,-1.9845003,0,0,67,49,-7.4766655,-12.137109
50477487,2025-01-08 05:00:00+00:00,38.9894395,-76.9322861,-0.422,-4.972,-2.7303333,0,0,59,45,-8.829464,-15.088176
50477489,2025-01-01 05:00:00+00:00,38.9890038,-76.9287568,9.3845005,4.8345,7.2261662,0,0,99,42,7.1875067,-4.7242937
50477489,2025-01-02 05:00:00+00:00,38.9890038,-76.9287568,4.6844997,0.7845,2.6615832,0,0,58,41,-6.4071164,-10.086476
50477489,2025-01-03 05:00:00+00:00,38.9890038,-76.9287568,5.4344997,-1.2155,0.72616655,2.6,0.77,91,53,-0.3690152,-8.598972
50477489,2025-01-04 05:00:00+00:00,38.9890038,-76.9287568,-0.4155,-4.3155003,-1.6655,0,0,58,42,-8.571391,-13.443143
50477489,2025-01-05 05:00:00+00:00,38.9890038,-76.9287568,1.0345,-7.3155003,-2.405083,0,0,62,33,-9.699353,-14.352629
50477489,2025-01-06 05:00:00+00:00,38.9890038,-76.9287568,-0.21550001,-3.4654999,-2.6446664,20.5,10.080001,95,55,-3.0999956,-8.175015
50477489,2025-01-07 05:00:00+00:00,38.9890038,-76.9287568,1.5845,-5.0155,-1.9780002,0,0,67,49,-7.470449,-12.130998
50477489,2025-01-08 05:00:00+00:00,38.9890038,-76.9287568,-0.4155,-4.9655004,-2.7238333,0,0,59,45,-8.823334,-15.082217
50489764,2025-01-01 05:00:00+00:00,38.9855846,-76.9369866,9.3325,4.7825,7.174167,0,0,99,42,7.1355677,-4.772361
50489764,2025-01-02 05:00:00+00:00,38.9855846,-76.9369866,4.6324997,0.73249996,2.6095831,0,0,58,41,-6.4560347,-10.133556
50489764,2025-01-03 05:00:00+00:00,38.9855846,-76.9369866,5.3824997,-1.2674999,0.6741665,2.6,0.77,91,53,-0.42046106,-8.647725
50489764,2025-01-04 05:00:00+00:00,38.9855846,-76.9369866,-0.4675,-4.3675003,-1.7175001,0,0,58,42,-8.620337,-13.491243
50489764,2025-01-05 05:00:00+00:00,38.9855846,-76.9369866,0.98249996,-7.3675003,-2.457084,0,0,62,33,-9.747393,-14.398656
50489764,2025-01-06 05:00:00+00:00,38.9855846,-76.9369866,-0.2675,-3.5175,-2.696667,20.5,10.080001,95,55,-3.1516361,-8.223662
50489764,2025-01-07 05:00:00+00:00,38.9855846,-76.9369866,1.5325,-5.0675,-2.03,0,0,67,49,-7.5201845,-12.179895
50489764,2025-01-08 05:00:00+00:00,38.9855846,-76.9369866,-0.4675,-5.0175004,-2.7758331,0,0,59,45,-8.8723755,-15.1298895
50527315,2025-01-01 05:00:00+00:00,38.9884905,-76.9350973,9.365,4.815,7.2066665,0,0,99,42,7.1680303,-4.742319
50527315,2025-01-02 05:00:00+00:00,38.9884905,-76.9350973,4.665,0.765,2.6420834,0,0,58,41,-6.425461,-10.10413
50527315,2025-01-03 05:00:00+00:00,38.9884905,-76.9350973,5.415,-1.2349999,0.70666677,2.6,0.77,91,53,-0.38830742,-8.617253
50527315,2025-01-04 05:00:00+00:00,38.9884905,-76.9350973,-0.435,-4.335,-1.685,0,0,58,42,-8.5897455,-13.461181
50527315,2025-01-05 05:00:00+00:00,38.9884905,-76.9350973,1.015,-7.335,-2.424583,0,0,62,33,-9.717368,-14.369888
50527315,2025-01-06 05:00:00+00:00,38.9884905,-76.9350973,-0.23500001,-3.485,-2.6641665,20.5,10.080001,95,55,-3.119361,-8.193257
50527315,2025-01-07 05:00:00+00:00,38.9884905,-76.9350973,1.565,-5.035,-1.9975,0,0,67,49,-7.489099,-12.149334
50527315,2025-01-08 05:00:00+00:00,38.9884905,-76.9350973,-0.435,-4.985,-2.743333,0,0,59,45,-8.841724,-15.100094
50527330,2025-01-01 05:00:00+00:00,38.990838,-76.9338887,9.3195,4.7695,7.161167,0,0,99,42,7.1225834,-4.784378
50527330,2025-01-02 05:00:00+00:00,38.990838,-76.9338887,4.6194997,0.7195,2.5965834,0,0,58,41,-6.468264,-10.145325
50527330,2025-01-03 05:00:00+00:00,38.990838,-76.9338887,5.3694997,-1.2804999,0.66116667,2.6,0.77,91,53,-0.43332267,-8.659913
50527330,2025-01-04 05:00:00+00:00,38.990838,-76.9338887,-0.4805,-4.3805003,-1.7305001,0,0,58,42,-8.632573,-13.503267
